Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
1.52588e-05, IMG_DATA, , , , , , , , , , Image_00000 
23.8048, IMU_DATA, -4.61125, -0.179375, 0.118125, 16392, -64, -293, , , , , 
23.8096, IMU_DATA, -4.75125, -0.1575, -0.013125, 16352, 33, -272, , , , , 
23.8144, IMU_DATA, -4.72062, -0.319375, -0.091875, 16372, -12, -261, , , , , 
23.8192, IMU_DATA, -4.71625, -0.476875, -0.0175, 16360, -6, -224, , , , , 
23.824, IMU_DATA, -4.88687, -0.494375, 0.091875, 16357, 10, -221, , , , , 
23.8288, IMU_DATA, -5.04437, -0.555625, 0.161875, 16333, 24, -245, , , , , 
23.8336, IMU_DATA, -5.23687, -0.573125, 0.21, 16387, -15, -221, , , , , 
23.8384, IMU_DATA, -5.39, -0.625625, 0.1575, 16390, 9, -245, , , , , 
23.8432, IMU_DATA, -5.36375, -0.835625, 0.056875, 16352, -7, -271, , , , , 
23.848, IMU_DATA, -5.36375, -0.914375, 0.048125, 16402, 17, -296, , , , , 
22.581, IMG_DATA, , , , , , , , , , Image_00226 
23.8528, IMU_DATA, -5.50812, -0.818125, 0.135625, 16368, -24, -314, , , , , 
23.8576, IMU_DATA, -5.5825, -0.870625, 0.109375, 16391, -14, -368, , , , , 
23.8624, IMU_DATA, -5.67, -0.940625, 0.0875, 16363, -14, -371, , , , , 
23.8672, IMU_DATA, -5.75312, -0.958125, 0.091875, 16352, -30, -396, , , , , 
23.872, IMU_DATA, -5.88437, -0.966875, 0.083125, 16362, -45, -428, , , , , 
23.8768, IMU_DATA, -6.08562, -1.0325, 0.07875, 16381, -58, -456, , , , , 
23.8816, IMU_DATA, -6.18625, -1.015, 0.056875, 16384, -50, -477, , , , , 
23.8864, IMU_DATA, -6.23, -0.949375, 0.013125, 16379, -26, -520, , , , , 
23.8912, IMU_DATA, -6.26937, -0.800625, -0.04375, 16394, -45, -519, , , , , 
23.896, IMU_DATA, -6.35687, -0.69125, -0.091875, 16388, -44, -525, , , , , 
23.9008, IMU_DATA, -6.4575, -0.72625, -0.161875, 16399, -27, -554, , , , , 
23.9056, IMU_DATA, -6.5975, -0.686875, -0.20125, 16377, -1, -562, , , , , 
23.9104, IMU_DATA, -6.5975, -0.669375, -0.2275, 16371, 58, -585, , , , , 
23.9152, IMU_DATA, -6.5625, -0.713125, -0.196875, 16379, 55, -568, , , , , 
23.92, IMU_DATA, -6.58, -0.704375, -0.074375, 16374, 39, -548, , , , , 
23.9248, IMU_DATA, -6.76812, -0.546875, 0.00875, 16385, 57, -534, , , , , 
23.9296, IMU_DATA, -6.86875, -0.48125, -0.013125, 16358, 84, -541, , , , , 
23.9344, IMU_DATA, -6.97812, -0.389375, 0.00875, 16372, 77, -541, , , , , 
23.9392, IMU_DATA, -6.9825, -0.424375, -0.021875, 16391, 86, -468, , , , , 
23.944, IMU_DATA, -6.81625, -0.5425, -0.105, 16381, 108, -439, , , , , 
23.9488, IMU_DATA, -6.82062, -0.41125, -0.07, 16363, 105, -471, , , , , 
23.9536, IMU_DATA, -6.83375, -0.34125, 0.083125, 16375, 96, -391, , , , , 
22.681, IMG_DATA, , , , , , , , , , Image_00227 
23.9584, IMU_DATA, -6.92562, -0.23625, 0.240625, 16385, 35, -353, , , , , 
23.9632, IMU_DATA, -6.88187, -0.293125, 0.30625, 16391, 3, -378, , , , , 
23.968, IMU_DATA, -6.90375, -0.328125, 0.245, 16377, -14, -294, , , , , 
23.9728, IMU_DATA, -6.97375, -0.28875, 0.14875, 16361, 30, -266, , , , , 
23.9776, IMU_DATA, -7.02187, -0.258125, 0.20125, 16386, -21, -266, , , , , 
23.9824, IMU_DATA, -7.10062, -0.310625, 0.310625, 16402, -79, -221, , , , , 
23.9872, IMU_DATA, -7.19687, -0.3325, 0.21, 16388, -58, -202, , , , , 
23.992, IMU_DATA, -7.23187, -0.35, 0.074375, 16368, -57, -176, , , , , 
23.9968, IMU_DATA, -7.23187, -0.433125, 0.004375, 16367, -58, -170, , , , , 
24.0016, IMU_DATA, -7.455, -0.529375, -0.035, 16341, -52, -168, , , , , 
24.0064, IMU_DATA, -7.73937, -0.573125, -0.035, 16351, -34, -145, , , , , 
24.0112, IMU_DATA, -7.87062, -0.713125, 0.00875, 16386, -50, -210, , , , , 
24.016, IMU_DATA, -7.90125, -1.05, 0.048125, 16392, -35, -242, , , , , 
24.0208, IMU_DATA, -7.97125, -1.19875, -0.048125, 16386, 40, -269, , , , , 
24.0256, IMU_DATA, -8.18125, -1.12, -0.153125, 16374, 63, -282, , , , , 
24.0304, IMU_DATA, -8.36062, -1.25125, -0.144375, 16402, 118, -356, , , , , 
24.0352, IMU_DATA, -8.61437, -1.25125, -0.091875, 16396, 133, -412, , , , , 
24.04, IMU_DATA, -8.75875, -1.23375, -0.004375, 16369, 157, -481, , , , , 
24.0448, IMU_DATA, -8.82, -1.155, 0.048125, 16360, 171, -523, , , , , 
24.0496, IMU_DATA, -8.89875, -1.11562, 0.109375, 16373, 150, -586, , , , , 
24.0544, IMU_DATA, -9.11312, -1.085, 0.205625, 16390, 182, -614, , , , , 
24.0592, IMU_DATA, -9.27937, -0.97125, 0.23625, 16373, 158, -618, , , , , 
22.781, IMG_DATA, , , , , , , , , , Image_00228 
24.064, IMU_DATA, -9.35375, -0.95375, 0.28875, 16364, 143, -652, , , , , 
24.0688, IMU_DATA, -9.54625, -0.88375, 0.371875, 16390, 125, -624, , , , , 
24.0736, IMU_DATA, -9.80875, -0.721875, 0.406875, 16380, 102, -612, , , , , 
24.0784, IMU_DATA, -9.9575, -0.599375, 0.380625, 16363, 87, -622, , , , , 
24.0832, IMU_DATA, -10.1412, -0.53375, 0.35875, 16346, 72, -599, , , , , 
24.088, IMU_DATA, -10.2856, -0.511875, 0.406875, 16355, 39, -552, , , , , 
24.0928, IMU_DATA, -10.4825, -0.49, 0.5075, 16382, -14, -540, , , , , 
24.0976, IMU_DATA, -10.675, -0.441875, 0.546875, 16420, -60, -501, , , , , 
24.1024, IMU_DATA, -10.7975, -0.4025, 0.49875, 16425, -71, -506, , , , , 
24.1072, IMU_DATA, -10.955, -0.398125, 0.315, 16391, -52, -460, , , , , 
24.112, IMU_DATA, -11.13, -0.385, 0.144375, 16374, -43, -381, , , , , 
24.1168, IMU_DATA, -11.3137, -0.380625, 0.161875, 16393, -54, -393, , , , , 
24.1216, IMU_DATA, -11.48, -0.345625, 0.161875, 16375, -67, -381, , , , , 
24.1264, IMU_DATA, -11.5675, -0.371875, 0.083125, 16371, -56, -356, , , , , 
24.1312, IMU_DATA, -11.6681, -0.363125, -0.0175, 16398, -71, -352, , , , , 
24.136, IMU_DATA, -11.7819, -0.415625, -0.02625, 16359, -92, -308, , , , , 
24.1408, IMU_DATA, -11.9919, -0.380625, 0.021875, 16394, -94, -352, , , , , 
24.1456, IMU_DATA, -12.1844, -0.231875, -0.004375, 16359, -85, -346, , , , , 
24.1504, IMU_DATA, -12.1975, -0.293125, -0.07, 16403, -68, -338, , , , , 
24.1552, IMU_DATA, -12.2369, -0.44625, -0.175, 16385, -6, -289, , , , , 
24.16, IMU_DATA, -12.355, -0.39375, -0.23625, 16394, 29, -266, , , , , 
24.1648, IMU_DATA, -12.4119, -0.41125, -0.223125, 16404, 37, -298, , , , , 
22.881, IMG_DATA, , , , , , , , , , Image_00229 
24.1696, IMU_DATA, -12.5037, -0.485625, -0.175, 16404, 62, -218, , , , , 
24.1744, IMU_DATA, -12.5475, -0.63, -0.196875, 16389, 153, -197, , , , , 
24.1792, IMU_DATA, -12.6744, -0.616875, -0.1925, 16385, 247, -183, , , , , 
24.184, IMU_DATA, -12.8012, -0.608125, -0.09625, 16363, 306, -224, , , , , 
24.1888, IMU_DATA, -12.8581, -0.756875, 0.0525, 16344, 314, -261, , , , , 
24.1936, IMU_DATA, -12.9194, -0.875, 0.249375, 16358, 278, -260, , , , , 
24.1984, IMU_DATA, -13.0987, -0.91875, 0.380625, 16341, 249, -285, , , , , 
24.2032, IMU_DATA, -13.2912, -0.879375, 0.525, 16378, 164, -318, , , , , 
24.208, IMU_DATA, -13.3787, -0.931875, 0.678125, 16401, 122, -330, , , , , 
24.2128, IMU_DATA, -13.4706, -0.984375, 0.70875, 16398, 101, -381, , , , , 
24.2176, IMU_DATA, -13.5581, -1.04125, 0.69125, 16391, 38, -416, , , , , 
24.2224, IMU_DATA, -13.7725, -1.04125, 0.70875, 16406, -35, -465, , , , , 
24.2272, IMU_DATA, -14.0044, -0.98, 0.678125, 16332, -38, -507, , , , , 
24.232, IMU_DATA, -14.1181, -0.9625, 0.63, 16342, -110, -562, , , , , 
24.2368, IMU_DATA, -14.3106, -0.853125, 0.67375, 16405, -236, -589, , , , , 
24.2416, IMU_DATA, -14.2669, -0.975625, 0.573125, 16379, -145, -646, , , , , 
24.2464, IMU_DATA, -14.21, -1.05875, 0.41125, 16409, -178, -666, , , , , 
24.2512, IMU_DATA, -14.4112, -0.914375, 0.42, 16455, -273, -662, , , , , 
24.256, IMU_DATA, -14.6519, -0.660625, 0.42, 16393, -241, -698, , , , , 
24.2608, IMU_DATA, -14.6956, -0.555625, 0.214375, 16362, -160, -667, , , , , 
24.2656, IMU_DATA, -14.6081, -0.5075, 0.02625, 16350, -161, -612, , , , , 
24.2704, IMU_DATA, -14.6519, -0.385, 0.056875, 16368, -210, -573, , , , , 
22.981, IMG_DATA, , , , , , , , , , Image_00230 
24.2752, IMU_DATA, -14.7087, -0.315, 0.118125, 16396, -153, -614, , , , , 
24.28, IMU_DATA, -14.8662, -0.16625, 0.11375, 16383, -143, -537, , , , , 
24.2848, IMU_DATA, -14.8706, -0.13125, 0.06125, 16349, -69, -454, , , , , 
24.2896, IMU_DATA, -14.7919, -0.144375, -0.004375, 16365, 15, -409, , , , , 
24.2944, IMU_DATA, -14.7394, -0.13125, -0.06125, 16360, 98, -368, , , , , 
24.2992, IMU_DATA, -14.7, -0.1575, -0.02625, 16381, 136, -366, , , , , 
24.304, IMU_DATA, -14.6737, -0.118125, 0.0, 16409, 126, -306, , , , , 
24.3088, IMU_DATA, -14.6037, -0.091875, -0.00875, 16400, 128, -259, , , , , 
24.3136, IMU_DATA, -14.4419, -0.170625, 0.021875, 16388, 209, -255, , , , , 
24.3184, IMU_DATA, -14.3369, -0.196875, 0.030625, 16308, 272, -225, , , , , 
24.3232, IMU_DATA, -14.2581, -0.23625, 0.175, 16369, 136, -170, , , , , 
24.328, IMU_DATA, -14.14, -0.39375, 0.35875, 16314, 226, -161, , , , , 
24.3328, IMU_DATA, -14.0612, -0.44625, 0.441875, 16391, 129, -194, , , , , 
24.3376, IMU_DATA, -14.0744, -0.371875, 0.58625, 16403, 67, -139, , , , , 
24.3424, IMU_DATA, -14.0262, -0.441875, 0.42875, 16423, 132, -155, , , , , 
24.3472, IMU_DATA, -13.8731, -0.695625, 0.231875, 16290, 335, -172, , , , , 
24.352, IMU_DATA, -13.7987, -0.7875, 0.546875, 16425, 4, -227, , , , , 
24.3568, IMU_DATA, -13.7462, -0.896875, 1.06312, 16459, -112, -161, , , , , 
24.3616, IMU_DATA, -13.7594, -1.00625, 0.931875, 16366, 35, -262, , , , , 
24.3664, IMU_DATA, -13.72, -1.1375, 0.7, 16386, -63, -310, , , , , 
24.3712, IMU_DATA, -13.79, -1.06312, 0.77, 16380, -187, -302, , , , , 
24.376, IMU_DATA, -13.7769, -1.04562, 0.76125, 16376, -164, -369, , , , , 
23.081, IMG_DATA, , , , , , , , , , Image_00231 
24.3808, IMU_DATA, -13.7462, -1.05875, 0.599375, 16335, -99, -410, , , , , 
24.3856, IMU_DATA, -13.6544, -1.10687, 0.5075, 16378, -212, -472, , , , , 
24.3904, IMU_DATA, -13.5975, -1.04562, 0.511875, 16377, -210, -476, , , , , 
24.3952, IMU_DATA, -13.6062, -1.04125, 0.424375, 16369, -160, -542, , , , , 
24.4, IMU_DATA, -13.6019, -1.0675, 0.385, 16386, -165, -596, , , , , 
24.4048, IMU_DATA, -13.5494, -0.975625, 0.42875, 16403, -215, -620, , , , , 
24.4096, IMU_DATA, -13.5144, -0.8925, 0.406875, 16409, -230, -645, , , , , 
24.4144, IMU_DATA, -13.4706, -0.79625, 0.249375, 16371, -192, -691, , , , , 
24.4192, IMU_DATA, -13.335, -0.70875, 0.105, 16355, -171, -688, , , , , 
24.424, IMU_DATA, -13.2387, -0.616875, 0.021875, 16360, -146, -673, , , , , 
24.4288, IMU_DATA, -13.1906, -0.398125, -0.039375, 16362, -132, -669, , , , , 
24.4336, IMU_DATA, -13.0287, -0.39375, -0.07, 16368, -117, -634, , , , , 
24.4384, IMU_DATA, -12.9019, -0.450625, -0.065625, 16364, -110, -576, , , , , 
24.4432, IMU_DATA, -12.8581, -0.25375, -0.035, 16351, -74, -555, , , , , 
24.448, IMU_DATA, -12.9412, 0.013125, -0.0175, 16354, -46, -466, , , , , 
24.4528, IMU_DATA, -12.8669, 0.0175, -0.013125, 16404, -21, -429, , , , , 
24.4576, IMU_DATA, -12.6787, -0.056875, -0.0175, 16410, 6, -362, , , , , 
24.4624, IMU_DATA, -12.5825, -0.056875, 0.013125, 16332, 38, -346, , , , , 
24.4672, IMU_DATA, -12.4994, -0.074375, 0.231875, 16344, -141, -347, , , , , 
24.472, IMU_DATA, -12.4206, -0.030625, 0.634375, 16440, -423, -170, , , , , 
24.4768, IMU_DATA, -12.215, -0.11375, 0.42875, 16371, -240, -181, , , , , 
24.4816, IMU_DATA, -12.0531, -0.275625, -0.2625, 16366, -28, -212, , , , , 
23.181, IMG_DATA, , , , , , , , , , Image_00232 
24.4864, IMU_DATA, -12.0706, -0.23625, -0.525, 16413, -138, -66, , , , , 
24.4912, IMU_DATA, -11.9744, -0.28875, -0.345625, 16400, -122, -98, , , , , 
24.496, IMU_DATA, -11.8562, -0.485625, -0.310625, 16353, -1, -223, , , , , 
24.5008, IMU_DATA, -11.7906, -0.599375, -0.240625, 16400, -4, -90, , , , , 
24.5056, IMU_DATA, -11.6419, -0.643125, -0.13125, 16401, 58, -150, , , , , 
24.5104, IMU_DATA, -11.48, -0.77, -0.196875, 16424, 85, -278, , , , , 
24.5152, IMU_DATA, -11.3706, -0.8575, -0.3325, 16402, 130, -233, , , , , 
24.52, IMU_DATA, -11.235, -0.84, -0.525, 16340, 327, -260, , , , , 
24.5248, IMU_DATA, -11.025, -0.79625, -0.5075, 16320, 375, -308, , , , , 
24.5296, IMU_DATA, -10.8937, -0.88375, -0.18375, 16344, 354, -328, , , , , 
24.5344, IMU_DATA, -10.7669, -0.98, 0.144375, 16349, 380, -387, , , , , 
24.5392, IMU_DATA, -10.6181, -1.00625, 0.4025, 16342, 385, -421, , , , , 
24.544, IMU_DATA, -10.4737, -0.98, 0.72625, 16343, 272, -398, , , , , 
24.5488, IMU_DATA, -10.4562, -0.905625, 0.945, 16340, 191, -359, , , , , 
24.5536, IMU_DATA, -10.36, -0.923125, 0.984375, 16371, 138, -418, , , , , 
24.5584, IMU_DATA, -10.3162, -1.015, 1.0675, 16399, 39, -435, , , , , 
24.5632, IMU_DATA, -10.3031, -1.12875, 1.1025, 16409, -75, -428, , , , , 
24.568, IMU_DATA, -10.4519, -0.949375, 1.1025, 16409, -179, -447, , , , , 
24.5728, IMU_DATA, -10.6269, -0.84, 1.08937, 16353, -306, -488, , , , , 
24.5776, IMU_DATA, -10.6531, -0.896875, 1.0325, 16430, -429, -546, , , , , 
24.5824, IMU_DATA, -10.6662, -0.844375, 0.870625, 16399, -400, -536, , , , , 
24.5872, IMU_DATA, -10.6969, -0.76125, 0.678125, 16407, -462, -550, , , , , 
23.281, IMG_DATA, , , , , , , , , , Image_00233 
24.592, IMU_DATA, -10.6619, -0.805, 0.564375, 16426, -581, -572, , , , , 
24.5968, IMU_DATA, -10.745, -0.756875, 0.310625, 16411, -581, -620, , , , , 
24.6016, IMU_DATA, -10.7975, -0.669375, -0.039375, 16383, -482, -622, , , , , 
24.6064, IMU_DATA, -10.85, -0.608125, -0.284375, 16373, -422, -605, , , , , 
24.6112, IMU_DATA, -10.8237, -0.573125, -0.46375, 16394, -330, -595, , , , , 
24.616, IMU_DATA, -10.6881, -0.538125, -0.651875, 16363, -166, -606, , , , , 
24.6208, IMU_DATA, -10.5831, -0.4725, -0.686875, 16411, -186, -601, , , , , 
24.6256, IMU_DATA, -10.5175, -0.41125, -0.7525, 16413, -88, -575, , , , , 
24.6304, IMU_DATA, -10.3644, -0.34125, -0.958125, 16389, 109, -536, , , , , 
24.6352, IMU_DATA, -10.1806, -0.240625, -1.085, 16350, 260, -454, , , , , 
24.64, IMU_DATA, -10.0844, -0.083125, -0.844375, 16352, 262, -413, , , , , 
24.6448, IMU_DATA, -10.045, 0.083125, -0.4725, 16395, 301, -344, , , , , 
24.6496, IMU_DATA, -9.86562, 0.056875, -0.2975, 16332, 374, -281, , , , , 
24.6544, IMU_DATA, -9.765, 0.074375, -0.2275, 16362, 387, -218, , , , , 
24.6592, IMU_DATA, -9.62062, 0.035, -0.170625, 16358, 362, -151, , , , , 
24.664, IMU_DATA, -9.51562, -0.035, -0.074375, 16354, 374, -122, , , , , 
24.6688, IMU_DATA, -9.3975, -0.13125, 0.09625, 16353, 347, -9, , , , , 
24.6736, IMU_DATA, -9.4325, -0.109375, 0.4025, 16404, 195, 35, , , , , 
24.6784, IMU_DATA, -9.36687, -0.28, 0.573125, 16367, 142, 8, , , , , 
24.6832, IMU_DATA, -9.24437, -0.60375, 0.525, 16405, 174, 24, , , , , 
24.688, IMU_DATA, -9.2925, -0.756875, 0.525, 16362, 74, 16, , , , , 
24.6928, IMU_DATA, -9.30125, -0.90125, 0.6825, 16375, -17, -37, , , , , 
23.381, IMG_DATA, , , , , , , , , , Image_00234 
24.6976, IMU_DATA, -9.27937, -1.10687, 0.76125, 16381, -74, -111, , , , , 
24.7024, IMU_DATA, -9.35812, -1.20312, 0.783125, 16380, -162, -171, , , , , 
24.7072, IMU_DATA, -9.42375, -1.31687, 0.76125, 16399, -182, -288, , , , , 
24.712, IMU_DATA, -9.44125, -1.40437, 0.660625, 16381, -211, -383, , , , , 
24.7168, IMU_DATA, -9.40625, -1.4, 0.564375, 16366, -214, -456, , , , , 
24.7216, IMU_DATA, -9.33187, -1.40875, 0.476875, 16374, -238, -540, , , , , 
24.7264, IMU_DATA, -9.2225, -1.43937, 0.42875, 16422, -302, -625, , , , , 
24.7312, IMU_DATA, -9.20062, -1.35187, 0.315, 16384, -258, -676, , , , , 
24.736, IMU_DATA, -9.20937, -1.15062, 0.07, 16389, -183, -725, , , , , 
24.7408, IMU_DATA, -9.09562, -0.966875, -0.02625, 16365, -201, -742, , , , , 
24.7456, IMU_DATA, -8.89875, -0.826875, 0.09625, 16396, -254, -764, , , , , 
24.7504, IMU_DATA, -8.75, -0.72625, 0.091875, 16388, -235, -753, , , , , 
24.7552, IMU_DATA, -8.72812, -0.53375, -0.07875, 16363, -174, -712, , , , , 
24.76, IMU_DATA, -8.58375, -0.371875, -0.20125, 16343, -132, -665, , , , , 
24.7648, IMU_DATA, -8.37375, -0.371875, -0.196875, 16358, -113, -634, , , , , 
24.7696, IMU_DATA, -8.19437, -0.406875, -0.21, 16355, -75, -588, , , , , 
24.7744, IMU_DATA, -8.21625, -0.18375, -0.301875, 16376, 3, -495, , , , , 
24.7792, IMU_DATA, -8.26437, 0.039375, -0.301875, 16439, -48, -406, , , , , 
24.784, IMU_DATA, -8.26437, 0.004375, -0.35, 16420, -1, -373, , , , , 
24.7888, IMU_DATA, -8.25125, -0.039375, -0.49, 16396, 137, -275, , , , , 
24.7936, IMU_DATA, -8.12437, -0.188125, -0.485625, 16385, 147, -234, , , , , 
24.7984, IMU_DATA, -7.9975, -0.293125, -0.21, 16392, 120, -200, , , , , 
23.481, IMG_DATA, , , , , , , , , , Image_00235 
24.8032, IMU_DATA, -8.04562, -0.2625, 0.0, 16394, 139, -250, , , , , 
24.808, IMU_DATA, -8.21187, -0.27125, 0.0175, 16376, 186, -181, , , , , 
24.8128, IMU_DATA, -8.25562, -0.354375, -0.048125, 16341, 255, -154, , , , , 
24.8176, IMU_DATA, -8.08937, -0.49875, 0.0, 16365, 222, -234, , , , , 
24.8224, IMU_DATA, -7.97562, -0.595, 0.100625, 16375, 213, -204, , , , , 
24.8272, IMU_DATA, -7.97125, -0.590625, 0.118125, 16345, 218, -164, , , , , 
24.832, IMU_DATA, -7.91, -0.595, 0.245, 16400, 140, -218, , , , , 
24.8368, IMU_DATA, -7.67375, -0.669375, 0.4025, 16405, 86, -232, , , , , 
24.8416, IMU_DATA, -7.4725, -0.704375, 0.4725, 16398, 53, -256, , , , , 
24.8464, IMU_DATA, -7.385, -0.77, 0.48125, 16379, 17, -318, , , , , 
24.8512, IMU_DATA, -7.23187, -0.84875, 0.49, 16362, -36, -313, , , , , 
24.856, IMU_DATA, -7.13125, -0.805, 0.538125, 16316, -34, -291, , , , , 
24.8608, IMU_DATA, -7.0875, -0.809375, 0.5775, 16384, -115, -374, , , , , 
24.8656, IMU_DATA, -6.9825, -0.818125, 0.660625, 16427, -179, -397, , , , , 
24.8704, IMU_DATA, -6.7725, -0.805, 0.599375, 16371, -226, -390, , , , , 
24.8752, IMU_DATA, -6.60625, -0.79625, 0.433125, 16390, -194, -459, , , , , 
24.88, IMU_DATA, -6.41812, -0.835625, 0.328125, 16364, -238, -447, , , , , 
24.8848, IMU_DATA, -6.26062, -0.765625, 0.39375, 16406, -335, -492, , , , , 
24.8896, IMU_DATA, -6.11187, -0.844375, 0.3325, 16348, -306, -487, , , , , 
24.8944, IMU_DATA, -6.05937, -0.81375, 0.14875, 16362, -209, -460, , , , , 
24.8992, IMU_DATA, -5.92375, -0.756875, 0.07875, 16353, -235, -463, , , , , 
24.904, IMU_DATA, -5.80562, -0.669375, 0.135625, 16400, -308, -464, , , , , 
23.581, IMG_DATA, , , , , , , , , , Image_00236 
24.9088, IMU_DATA, -5.76187, -0.63875, 0.179375, 16393, -279, -449, , , , , 
24.9136, IMU_DATA, -5.82312, -0.564375, 0.048125, 16368, -223, -450, , , , , 
24.9184, IMU_DATA, -5.7575, -0.49875, -0.11375, 16359, -181, -445, , , , , 
24.9232, IMU_DATA, -5.64375, -0.476875, -0.205625, 16354, -138, -400, , , , , 
24.928, IMU_DATA, -5.56062, -0.49875, -0.2625, 16394, -108, -427, , , , , 
24.9328, IMU_DATA, -5.57375, -0.494375, -0.284375, 16372, -74, -398, , , , , 
24.9376, IMU_DATA, -5.66125, -0.48125, -0.2975, 16386, -46, -359, , , , , 
24.9424, IMU_DATA, -5.6875, -0.49, -0.310625, 16414, -39, -308, , , , , 
24.9472, IMU_DATA, -5.6, -0.48125, -0.4025, 16400, 29, -316, , , , , 
24.952, IMU_DATA, -5.54312, -0.55125, -0.49, 16368, 98, -297, , , , , 
24.9568, IMU_DATA, -5.495, -0.735, -0.44625, 16385, 118, -292, , , , , 
24.9616, IMU_DATA, -5.59562, -0.748125, -0.301875, 16400, 122, -282, , , , , 
24.9664, IMU_DATA, -5.74875, -0.634375, -0.328125, 16357, 246, -362, , , , , 
24.9712, IMU_DATA, -5.7925, -0.665, -0.35875, 16367, 238, -364, , , , , 
24.976, IMU_DATA, -5.7575, -0.669375, -0.223125, 16384, 197, -367, , , , , 
24.9808, IMU_DATA, -5.65687, -0.756875, -0.144375, 16367, 243, -402, , , , , 
24.9856, IMU_DATA, -5.62625, -0.7525, -0.109375, 16371, 275, -401, , , , , 
24.9904, IMU_DATA, -5.63937, -0.739375, 0.030625, 16367, 193, -427, , , , , 
24.9952, IMU_DATA, -5.50812, -0.791875, 0.214375, 16361, 173, -444, , , , , 
25.0, IMU_DATA, -5.4775, -0.730625, 0.494375, 16382, 123, -460, , , , , 
25.0048, IMU_DATA, -5.425, -0.695625, 0.63875, 16410, 71, -468, , , , , 
25.0096, IMU_DATA, -5.2675, -0.686875, 0.6475, 16426, -19, -462, , , , , 
23.681, IMG_DATA, , , , , , , , , , Image_00237 
25.0144, IMU_DATA, -5.29812, -0.53375, 0.55125, 16386, -32, -438, , , , , 
25.0192, IMU_DATA, -5.20625, -0.53375, 0.4375, 16353, -38, -420, , , , , 
25.024, IMU_DATA, -5.10125, -0.525, 0.415625, 16340, -66, -418, , , , , 
25.0288, IMU_DATA, -5.02687, -0.424375, 0.546875, 16385, -195, -346, , , , , 
25.0336, IMU_DATA, -4.99625, -0.406875, 0.608125, 16445, -272, -332, , , , , 
25.0384, IMU_DATA, -4.96562, -0.48125, 0.35, 16403, -174, -363, , , , , 
25.0432, IMU_DATA, -4.92187, -0.476875, 0.1225, 16392, -160, -284, , , , , 
25.048, IMU_DATA, -4.9175, -0.468125, 0.20125, 16434, -300, -316, , , , , 
25.0528, IMU_DATA, -4.89125, -0.511875, 0.249375, 16398, -239, -366, , , , , 
25.0576, IMU_DATA, -4.79937, -0.529375, 0.135625, 16313, -159, -276, , , , , 
25.0624, IMU_DATA, -4.68562, -0.590625, 0.18375, 16373, -283, -274, , , , , 
25.0672, IMU_DATA, -4.7075, -0.63, 0.161875, 16408, -302, -315, , , , , 
25.072, IMU_DATA, -4.66812, -0.756875, -0.301875, 16416, -140, -292, , , , , 
25.0768, IMU_DATA, -4.68562, -0.74375, -0.7525, 16362, -48, -261, , , , , 
25.0816, IMU_DATA, -4.73812, -0.65625, -0.76125, 16374, -62, -285, , , , , 
25.0864, IMU_DATA, -4.7075, -0.63, -0.485625, 16383, -53, -322, , , , , 
25.0912, IMU_DATA, -4.7775, -0.555625, -0.319375, 16357, 22, -379, , , , , 
25.096, IMU_DATA, -4.78625, -0.573125, -0.196875, 16370, 25, -376, , , , , 
25.1008, IMU_DATA, -4.6025, -0.678125, -0.07, 16387, -45, -387, , , , , 
25.1056, IMU_DATA, -4.50187, -0.678125, -0.07875, 16398, 33, -441, , , , , 
25.1104, IMU_DATA, -4.4625, -0.686875, -0.170625, 16337, 72, -432, , , , , 
25.1152, IMU_DATA, -4.36187, -0.6825, -0.105, 16360, 47, -455, , , , , 
23.781, IMG_DATA, , , , , , , , , , Image_00238 
25.12, IMU_DATA, -4.17375, -0.713125, 0.021875, 16410, 13, -489, , , , , 
25.1248, IMU_DATA, -4.06, -0.65625, 0.083125, 16380, 44, -450, , , , , 
25.1296, IMU_DATA, -3.92, -0.660625, 0.091875, 16387, 36, -469, , , , , 
25.1344, IMU_DATA, -3.7975, -0.643125, 0.14875, 16382, 29, -472, , , , , 
25.1392, IMU_DATA, -3.61812, -0.573125, 0.188125, 16387, 25, -466, , , , , 
25.144, IMU_DATA, -3.4475, -0.538125, 0.1575, 16375, 38, -437, , , , , 
25.1488, IMU_DATA, -3.26812, -0.546875, 0.144375, 16399, 49, -409, , , , , 
25.1536, IMU_DATA, -3.13687, -0.485625, 0.153125, 16394, 11, -376, , , , , 
25.1584, IMU_DATA, -3.07562, -0.424375, 0.179375, 16396, 14, -340, , , , , 
25.1632, IMU_DATA, -2.89187, -0.389375, 0.118125, 16380, 42, -304, , , , , 
25.168, IMU_DATA, -2.8, -0.319375, 0.0525, 16373, 46, -321, , , , , 
25.1728, IMU_DATA, -2.7125, -0.35875, 0.065625, 16387, 67, -309, , , , , 
25.1776, IMU_DATA, -2.67312, -0.42, 0.1225, 16357, 38, -272, , , , , 
25.1824, IMU_DATA, -2.59437, -0.5425, 0.16625, 16367, 35, -263, , , , , 
25.1872, IMU_DATA, -2.5375, -0.56875, 0.170625, 16388, 0, -266, , , , , 
25.192, IMU_DATA, -2.4325, -0.56875, 0.14875, 16386, 2, -247, , , , , 
25.1968, IMU_DATA, -2.23562, -0.69125, 0.153125, 16417, -51, -256, , , , , 
