Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
1.52588e-05, IMG_DATA, , , , , , , , , , Image_00000 
7.47037, IMU_DATA, -8.77187, -0.46375, 0.175, 16379, -320, -339, , , , , 
7.47517, IMU_DATA, -8.69312, -0.424375, 0.1575, 16374, -298, -306, , , , , 
7.47997, IMU_DATA, -8.58812, -0.310625, 0.004375, 16378, -275, -301, , , , , 
7.08104, IMG_DATA, , , , , , , , , , Image_00071 
7.48477, IMU_DATA, -8.19437, -0.2975, -0.144375, 16412, -304, -272, , , , , 
7.48957, IMU_DATA, -7.87937, -0.1575, -0.223125, 16420, -314, -242, , , , , 
7.49437, IMU_DATA, -7.74375, 0.06125, -0.30625, 16403, -283, -246, , , , , 
7.49917, IMU_DATA, -7.59062, 0.083125, -0.4025, 16377, -301, -213, , , , , 
7.50397, IMU_DATA, -7.41125, -0.004375, -0.494375, 16361, -284, -202, , , , , 
7.50877, IMU_DATA, -7.14437, -0.100625, -0.555625, 16360, -282, -181, , , , , 
7.51357, IMU_DATA, -6.83812, -0.109375, -0.590625, 16378, -262, -160, , , , , 
7.51837, IMU_DATA, -6.54937, -0.074375, -0.56, 16376, -219, -117, , , , , 
7.52317, IMU_DATA, -6.32187, 0.013125, -0.4375, 16371, -209, -73, , , , , 
7.52797, IMU_DATA, -6.01125, 0.013125, -0.249375, 16349, -207, -47, , , , , 
7.53277, IMU_DATA, -5.67437, -0.118125, -0.1225, 16353, -201, 11, , , , , 
7.53757, IMU_DATA, -5.43375, -0.249375, 0.083125, 16360, -184, 40, , , , , 
7.54237, IMU_DATA, -5.32437, -0.3325, 0.25375, 16359, -156, 78, , , , , 
7.54717, IMU_DATA, -5.13187, -0.555625, 0.363125, 16360, -110, 72, , , , , 
7.55197, IMU_DATA, -5.00062, -0.77, 0.56875, 16373, -82, 123, , , , , 
7.55677, IMU_DATA, -4.81687, -0.97125, 0.809375, 16366, -84, 152, , , , , 
7.56157, IMU_DATA, -4.61562, -1.01062, 1.05, 16308, -112, 188, , , , , 
7.56637, IMU_DATA, -4.45812, -1.12, 1.24687, 16345, -70, 200, , , , , 
7.57117, IMU_DATA, -4.50187, -1.18562, 1.38687, 16375, -159, 148, , , , , 
7.57597, IMU_DATA, -4.5675, -1.23812, 1.44812, 16414, -236, 169, , , , , 
7.58077, IMU_DATA, -4.48437, -1.47, 1.36937, 16380, -273, 137, , , , , 
7.58557, IMU_DATA, -4.5325, -1.58812, 1.225, 16404, -316, 87, , , , , 
7.18104, IMG_DATA, , , , , , , , , , Image_00072 
7.59037, IMU_DATA, -4.65937, -1.63187, 1.15937, 16389, -426, 47, , , , , 
7.59517, IMU_DATA, -4.93062, -1.60125, 1.06312, 16389, -457, 9, , , , , 
7.59997, IMU_DATA, -5.17125, -1.6275, 0.84875, 16385, -432, -24, , , , , 
7.60477, IMU_DATA, -5.39875, -1.66687, 0.634375, 16358, -490, -62, , , , , 
7.60957, IMU_DATA, -5.67437, -1.68437, 0.46375, 16389, -504, -149, , , , , 
7.61437, IMU_DATA, -6.05062, -1.73687, 0.21, 16403, -455, -195, , , , , 
7.61917, IMU_DATA, -6.46187, -1.77187, -0.14875, 16446, -377, -326, , , , , 
7.62397, IMU_DATA, -6.825, -1.8025, -0.4375, 16453, -306, -425, , , , , 
7.62877, IMU_DATA, -7.105, -1.88562, -0.69125, 16451, -191, -532, , , , , 
7.63357, IMU_DATA, -7.49875, -1.71937, -0.945, 16392, -68, -579, , , , , 
7.63837, IMU_DATA, -7.87937, -1.5925, -1.14187, 16362, 85, -635, , , , , 
7.64317, IMU_DATA, -8.26, -1.4, -1.20312, 16355, 211, -641, , , , , 
7.64797, IMU_DATA, -8.56625, -1.19, -1.2075, 16346, 312, -681, , , , , 
7.65277, IMU_DATA, -9.01687, -0.98875, -1.14187, 16400, 382, -700, , , , , 
7.65757, IMU_DATA, -9.55937, -0.665, -0.9275, 16418, 419, -740, , , , , 
7.66237, IMU_DATA, -9.96187, -0.450625, -0.669375, 16406, 394, -739, , , , , 
7.66717, IMU_DATA, -10.22, -0.406875, -0.42, 16410, 424, -789, , , , , 
7.67197, IMU_DATA, -10.5175, -0.363125, -0.231875, 16363, 385, -745, , , , , 
7.67677, IMU_DATA, -10.9944, -0.109375, -0.021875, 16344, 339, -672, , , , , 
7.68157, IMU_DATA, -11.4887, 0.28875, 0.25375, 16308, 249, -556, , , , , 
7.68637, IMU_DATA, -11.8431, 0.56875, 0.58625, 16336, 136, -461, , , , , 
7.69117, IMU_DATA, -12.0837, 0.60375, 0.818125, 16330, 21, -380, , , , , 
7.28104, IMG_DATA, , , , , , , , , , Image_00073 
7.69597, IMU_DATA, -12.3025, 0.538125, 0.993125, 16372, -116, -325, , , , , 
7.70077, IMU_DATA, -12.7531, 0.529375, 1.12, 16414, -241, -238, , , , , 
7.70557, IMU_DATA, -13.1206, 0.34125, 1.11562, 16409, -342, -152, , , , , 
7.71037, IMU_DATA, -13.4225, 0.205625, 0.93625, 16436, -313, -203, , , , , 
7.71517, IMU_DATA, -13.6806, 0.301875, 0.809375, 16347, -371, 52, , , , , 
7.71997, IMU_DATA, -13.9475, 0.459375, 0.76125, 16375, -368, 147, , , , , 
7.72477, IMU_DATA, -14.245, 0.3325, 0.783125, 16366, -375, 205, , , , , 
7.72957, IMU_DATA, -14.5425, 0.161875, 0.8225, 16408, -441, 276, , , , , 
7.73437, IMU_DATA, -14.7481, 0.100625, 0.625625, 16390, -420, 378, , , , , 
7.73917, IMU_DATA, -14.9756, -0.021875, 0.205625, 16367, -348, 321, , , , , 
7.74397, IMU_DATA, -15.2687, -0.32375, -0.1225, 16378, -286, 349, , , , , 
7.74877, IMU_DATA, -15.54, -0.6125, -0.20125, 16392, -246, 332, , , , , 
7.75357, IMU_DATA, -15.9556, -0.63875, -0.23625, 16362, -136, 321, , , , , 
7.75837, IMU_DATA, -16.3537, -0.6475, -0.249375, 16340, -93, 352, , , , , 
7.76317, IMU_DATA, -16.73, -0.853125, -0.25375, 16332, -61, 360, , , , , 
7.76797, IMU_DATA, -17.0406, -1.16812, -0.275625, 16356, -28, 359, , , , , 
7.77277, IMU_DATA, -17.5481, -1.225, -0.18375, 16386, 3, 326, , , , , 
7.77757, IMU_DATA, -18.0294, -1.3825, -0.179375, 16393, 113, 194, , , , , 
7.78237, IMU_DATA, -18.5675, -1.47875, -0.14, 16439, 116, 103, , , , , 
7.78717, IMU_DATA, -19.0269, -1.67125, 0.039375, 16447, 27, 6, , , , , 
7.79197, IMU_DATA, -19.4687, -1.91187, 0.188125, 16460, 101, -174, , , , , 
7.79677, IMU_DATA, -20.195, -1.89875, 0.126875, 16360, 62, -212, , , , , 
7.38103, IMG_DATA, , , , , , , , , , Image_00074 
7.80157, IMU_DATA, -20.9431, -1.77625, 0.188125, 16387, -18, -304, , , , , 
7.80637, IMU_DATA, -21.49, -1.82437, 0.28875, 16354, -52, -407, , , , , 
7.81117, IMU_DATA, -21.9319, -1.86812, 0.266875, 16382, -84, -527, , , , , 
7.81597, IMU_DATA, -22.4569, -1.79812, 0.293125, 16411, -126, -636, , , , , 
7.82077, IMU_DATA, -22.9862, -1.71062, 0.231875, 16403, -129, -792, , , , , 
7.82557, IMU_DATA, -23.4675, -1.575, 0.074375, 16418, -83, -886, , , , , 
7.83037, IMU_DATA, -24.01, -1.40875, -0.021875, 16401, -31, -1008, , , , , 
7.83517, IMU_DATA, -24.5831, -1.14187, -0.091875, 16375, 33, -1019, , , , , 
7.83997, IMU_DATA, -24.9769, -0.83125, -0.09625, 16355, 78, -1019, , , , , 
7.84477, IMU_DATA, -25.3356, -0.56875, -0.0525, 16352, 143, -1026, , , , , 
7.84957, IMU_DATA, -25.6725, -0.25375, -0.0175, 16362, 217, -941, , , , , 
7.85437, IMU_DATA, -26.0356, 0.013125, 0.06125, 16364, 330, -905, , , , , 
7.85917, IMU_DATA, -26.2762, 0.25375, 0.196875, 16423, 376, -865, , , , , 
7.86397, IMU_DATA, -26.46, 0.450625, 0.398125, 16418, 419, -730, , , , , 
7.86877, IMU_DATA, -26.6219, 0.63875, 0.525, 16392, 443, -621, , , , , 
7.87357, IMU_DATA, -26.7794, 0.81375, 0.651875, 16390, 442, -516, , , , , 
7.87837, IMU_DATA, -26.9412, 0.993125, 0.879375, 16354, 370, -376, , , , , 
7.88317, IMU_DATA, -27.0856, 1.12875, 1.08937, 16352, 318, -259, , , , , 
7.88797, IMU_DATA, -27.0944, 1.1375, 1.27312, 16329, 150, -78, , , , , 
7.89277, IMU_DATA, -27.0069, 1.06312, 1.4875, 16388, -38, 63, , , , , 
7.89757, IMU_DATA, -26.9762, 0.98, 1.68, 16416, -190, 184, , , , , 
7.90237, IMU_DATA, -27.0156, 0.83125, 1.74125, 16384, -352, 280, , , , , 
7.48104, IMG_DATA, , , , , , , , , , Image_00075 
7.90717, IMU_DATA, -27.2256, 0.765625, 1.72375, 16405, -483, 373, , , , , 
7.91197, IMU_DATA, -27.3306, 0.678125, 1.60125, 16326, -576, 443, , , , , 
7.91677, IMU_DATA, -27.2694, 0.455, 1.505, 16308, -704, 504, , , , , 
7.92157, IMU_DATA, -27.1775, 0.118125, 1.53125, 16339, -827, 515, , , , , 
7.92637, IMU_DATA, -27.1294, -0.179375, 1.50937, 16365, -905, 522, , , , , 
7.93117, IMU_DATA, -27.055, -0.511875, 1.34312, 16379, -936, 510, , , , , 
7.93597, IMU_DATA, -26.9062, -0.800625, 1.155, 16412, -916, 442, , , , , 
7.94077, IMU_DATA, -26.7619, -1.02812, 1.01937, 16414, -961, 356, , , , , 
7.94557, IMU_DATA, -26.6656, -1.18562, 0.923125, 16395, -906, 276, , , , , 
7.95037, IMU_DATA, -26.5125, -1.36937, 0.7175, 16396, -832, 182, , , , , 
7.95517, IMU_DATA, -26.32, -1.49187, 0.42875, 16367, -736, 91, , , , , 
7.95997, IMU_DATA, -26.1319, -1.64062, 0.161875, 16381, -644, -8, , , , , 
7.96477, IMU_DATA, -25.9962, -1.60562, -0.07, 16369, -479, -87, , , , , 
7.96957, IMU_DATA, -25.8737, -1.61437, -0.301875, 16370, -339, -144, , , , , 
7.97437, IMU_DATA, -25.7381, -1.75875, -0.46375, 16398, -234, -226, , , , , 
7.97917, IMU_DATA, -25.6769, -1.65375, -0.485625, 16412, -113, -295, , , , , 
7.98397, IMU_DATA, -25.6156, -1.55312, -0.564375, 16416, 76, -306, , , , , 
7.98877, IMU_DATA, -25.6025, -1.5225, -0.643125, 16406, 222, -384, , , , , 
7.99357, IMU_DATA, -25.6244, -1.48312, -0.669375, 16409, 362, -441, , , , , 
7.99837, IMU_DATA, -25.6069, -1.40437, -0.590625, 16359, 504, -494, , , , , 
8.00317, IMU_DATA, -25.6069, -1.40875, -0.35875, 16332, 599, -574, , , , , 
8.00797, IMU_DATA, -25.7644, -1.37812, -0.091875, 16360, 664, -676, , , , , 
7.58102, IMG_DATA, , , , , , , , , , Image_00076 
8.01277, IMU_DATA, -25.8037, -1.37375, 0.1925, 16355, 673, -762, , , , , 
8.01757, IMU_DATA, -25.935, -1.22937, 0.494375, 16390, 681, -839, , , , , 
8.02237, IMU_DATA, -25.9437, -1.0675, 0.7525, 16433, 598, -887, , , , , 
8.02717, IMU_DATA, -25.9, -0.88375, 1.07187, 16432, 483, -953, , , , , 
8.03197, IMU_DATA, -25.865, -0.6825, 1.39562, 16433, 311, -982, , , , , 
8.03677, IMU_DATA, -25.725, -0.48125, 1.63187, 16377, 114, -1013, , , , , 
8.04157, IMU_DATA, -25.515, -0.21, 1.8025, 16362, -92, -1018, , , , , 
8.04637, IMU_DATA, -25.2569, 0.16625, 1.925, 16330, -312, -987, , , , , 
8.05117, IMU_DATA, -24.9156, 0.529375, 2.01687, 16296, -536, -897, , , , , 
8.05597, IMU_DATA, -24.6312, 0.861875, 2.0475, 16331, -735, -790, , , , , 
8.06077, IMU_DATA, -24.3819, 1.11125, 1.96437, 16354, -910, -633, , , , , 
8.06557, IMU_DATA, -24.0231, 1.17687, 1.85062, 16402, -1093, -432, , , , , 
8.07037, IMU_DATA, -23.5944, 1.17687, 1.75875, 16406, -1264, -193, , , , , 
8.07517, IMU_DATA, -23.3231, 1.38687, 1.575, 16460, -1350, 14, , , , , 
8.07997, IMU_DATA, -23.0387, 1.56187, 1.29062, 16462, -1392, 229, , , , , 
8.08477, IMU_DATA, -22.7237, 1.5925, 0.98875, 16405, -1380, 446, , , , , 
8.08957, IMU_DATA, -22.3387, 1.29062, 0.590625, 16375, -1320, 612, , , , , 
8.09437, IMU_DATA, -22.0675, 0.984375, 0.13125, 16331, -1178, 754, , , , , 
8.09917, IMU_DATA, -21.84, 0.678125, -0.23625, 16333, -1001, 860, , , , , 
8.10397, IMU_DATA, -21.5381, 0.14875, -0.55125, 16351, -858, 892, , , , , 
8.10877, IMU_DATA, -21.3762, -0.2625, -0.83125, 16334, -658, 909, , , , , 
8.11357, IMU_DATA, -21.21, -0.53375, -0.9975, 16369, -466, 838, , , , , 
7.68104, IMG_DATA, , , , , , , , , , Image_00077 
8.11837, IMU_DATA, -20.8469, -1.015, -1.11562, 16402, -258, 734, , , , , 
8.12317, IMU_DATA, -20.5537, -1.44812, -1.225, 16408, -78, 594, , , , , 
8.12797, IMU_DATA, -20.2562, -1.78937, -1.39125, 16442, 108, 397, , , , , 
8.13277, IMU_DATA, -19.9019, -2.04312, -1.53125, 16402, 319, 208, , , , , 
8.13757, IMU_DATA, -19.4994, -2.21812, -1.50062, 16397, 492, 3, , , , , 
8.14237, IMU_DATA, -19.0269, -2.32312, -1.20312, 16379, 597, -201, , , , , 
8.14717, IMU_DATA, -18.5762, -2.30562, -0.88375, 16342, 679, -348, , , , , 
8.15197, IMU_DATA, -18.0644, -2.24, -0.60375, 16332, 724, -549, , , , , 
8.15677, IMU_DATA, -17.5262, -2.2225, -0.28, 16314, 664, -649, , , , , 
8.16157, IMU_DATA, -16.9925, -2.09125, 0.14875, 16335, 588, -766, , , , , 
8.16637, IMU_DATA, -16.5069, -1.8375, 0.564375, 16336, 438, -836, , , , , 
8.17117, IMU_DATA, -16.0781, -1.60562, 0.870625, 16340, 311, -851, , , , , 
8.17597, IMU_DATA, -15.6669, -1.32562, 1.20312, 16390, 106, -855, , , , , 
8.18077, IMU_DATA, -15.2075, -1.11562, 1.575, 16379, -147, -832, , , , , 
8.18557, IMU_DATA, -14.8925, -0.77, 1.87687, 16395, -340, -798, , , , , 
8.19037, IMU_DATA, -14.6169, -0.616875, 1.98187, 16378, -509, -736, , , , , 
8.19517, IMU_DATA, -14.3762, -0.529375, 2.07375, 16363, -702, -674, , , , , 
8.19997, IMU_DATA, -14.2625, -0.371875, 2.1175, 16384, -850, -596, , , , , 
8.20477, IMU_DATA, -14.175, -0.240625, 2.06062, 16361, -959, -542, , , , , 
8.20957, IMU_DATA, -14.1662, -0.135625, 1.93812, 16363, -1027, -454, , , , , 
8.21437, IMU_DATA, -14.105, -0.091875, 1.71062, 16390, -1050, -390, , , , , 
8.21917, IMU_DATA, -14.0525, -0.021875, 1.4525, 16404, -1060, -337, , , , , 
7.78104, IMG_DATA, , , , , , , , , , Image_00078 
8.22397, IMU_DATA, -13.9869, -0.07875, 1.14187, 16396, -1001, -285, , , , , 
8.22877, IMU_DATA, -13.8425, -0.2625, 0.756875, 16365, -905, -250, , , , , 
8.23357, IMU_DATA, -13.86, -0.214375, 0.39375, 16368, -800, -218, , , , , 
8.23837, IMU_DATA, -13.8381, -0.09625, 0.0525, 16384, -664, -166, , , , , 
8.24317, IMU_DATA, -13.6762, -0.0175, -0.223125, 16402, -513, -142, , , , , 
8.24797, IMU_DATA, -13.4356, -0.035, -0.455, 16424, -363, -110, , , , , 
8.25277, IMU_DATA, -13.195, -0.04375, -0.63875, 16412, -273, -54, , , , , 
8.25757, IMU_DATA, -13.0156, -0.0525, -0.739375, 16418, -163, 11, , , , , 
8.26237, IMU_DATA, -12.7794, -0.105, -0.77, 16398, -32, 72, , , , , 
8.26717, IMU_DATA, -12.4994, -0.09625, -0.77, 16373, 36, 117, , , , , 
8.27197, IMU_DATA, -12.3375, 0.013125, -0.7875, 16365, 88, 167, , , , , 
8.27677, IMU_DATA, -12.1669, -0.04375, -0.818125, 16354, 139, 179, , , , , 
8.28157, IMU_DATA, -11.8431, -0.301875, -0.809375, 16363, 164, 211, , , , , 
8.28637, IMU_DATA, -11.5281, -0.503125, -0.660625, 16364, 158, 219, , , , , 
8.29117, IMU_DATA, -11.41, -0.5775, -0.44625, 16412, 161, 202, , , , , 
8.29597, IMU_DATA, -11.2262, -0.72625, -0.275625, 16397, 155, 200, , , , , 
8.30077, IMU_DATA, -11.1125, -0.783125, -0.06125, 16371, 112, 143, , , , , 
8.30557, IMU_DATA, -10.9769, -0.90125, 0.188125, 16328, 58, 115, , , , , 
8.31037, IMU_DATA, -10.7887, -1.18125, 0.433125, 16315, -34, 27, , , , , 
8.31517, IMU_DATA, -10.6837, -1.3125, 0.69125, 16322, -144, -59, , , , , 
8.31997, IMU_DATA, -10.535, -1.47, 0.905625, 16337, -175, -149, , , , , 
8.32477, IMU_DATA, -10.3644, -1.64062, 1.0325, 16376, -234, -267, , , , , 
7.88104, IMG_DATA, , , , , , , , , , Image_00079 
8.32957, IMU_DATA, -10.1587, -1.6975, 1.155, 16441, -251, -362, , , , , 
8.33437, IMU_DATA, -9.98812, -1.645, 1.23375, 16426, -351, -420, , , , , 
8.33917, IMU_DATA, -9.91375, -1.49187, 1.30375, 16434, -408, -515, , , , , 
8.34397, IMU_DATA, -9.87875, -1.39562, 1.32562, 16408, -429, -580, , , , , 
8.34877, IMU_DATA, -9.73437, -1.31687, 1.20312, 16363, -448, -604, , , , , 
8.35357, IMU_DATA, -9.5725, -1.16375, 1.06312, 16350, -494, -633, , , , , 
8.35837, IMU_DATA, -9.44125, -1.00187, 1.04125, 16377, -548, -668, , , , , 
8.36317, IMU_DATA, -9.3625, -0.800625, 0.923125, 16376, -568, -662, , , , , 
8.36797, IMU_DATA, -9.33187, -0.581875, 0.669375, 16393, -552, -623, , , , , 
8.37277, IMU_DATA, -9.16562, -0.41125, 0.41125, 16403, -525, -542, , , , , 
8.37757, IMU_DATA, -9.04312, -0.188125, 0.170625, 16377, -562, -485, , , , , 
8.38237, IMU_DATA, -8.99062, -0.100625, -0.004375, 16412, -503, -455, , , , , 
8.38717, IMU_DATA, -8.96437, -0.00875, -0.09625, 16385, -508, -382, , , , , 
8.39197, IMU_DATA, -8.925, 0.105, -0.284375, 16408, -445, -278, , , , , 
8.39677, IMU_DATA, -9.05187, 0.27125, -0.485625, 16397, -419, -192, , , , , 
8.40157, IMU_DATA, -9.0825, 0.240625, -0.62125, 16442, -396, -101, , , , , 
8.40637, IMU_DATA, -9.065, 0.091875, -0.74375, 16379, -290, -42, , , , , 
8.41117, IMU_DATA, -9.0825, 0.0175, -0.83125, 16382, -288, -1, , , , , 
8.41597, IMU_DATA, -9.09562, -0.065625, -0.83125, 16395, -219, 32, , , , , 
8.42077, IMU_DATA, -9.27937, -0.0175, -0.84875, 16373, -144, 48, , , , , 
8.42557, IMU_DATA, -9.3625, -0.105, -0.86625, 16361, -61, 44, , , , , 
8.43037, IMU_DATA, -9.31, -0.301875, -0.756875, 16349, -20, 72, , , , , 
7.98103, IMG_DATA, , , , , , , , , , Image_00080 
8.43517, IMU_DATA, -9.39312, -0.41125, -0.634375, 16393, 70, 23, , , , , 
8.43997, IMU_DATA, -9.3275, -0.60375, -0.525, 16381, 90, 8, , , , , 
8.44477, IMU_DATA, -9.28812, -0.7, -0.37625, 16372, 143, -15, , , , , 
8.44957, IMU_DATA, -9.28812, -0.721875, -0.1925, 16372, 174, -59, , , , , 
8.45437, IMU_DATA, -9.24437, -0.76125, -0.021875, 16363, 169, -85, , , , , 
8.45917, IMU_DATA, -9.17437, -0.81375, 0.214375, 16362, 150, -158, , , , , 
8.46397, IMU_DATA, -9.02125, -0.84, 0.49875, 16360, 94, -180, , , , , 
8.46877, IMU_DATA, -8.92937, -0.84875, 0.70875, 16320, 42, -188, , , , , 
8.47357, IMU_DATA, -8.86812, -0.844375, 0.79625, 16340, -66, -184, , , , , 
8.47837, IMU_DATA, -8.81125, -0.800625, 0.949375, 16370, -166, -220, , , , , 
8.48317, IMU_DATA, -8.64062, -0.79625, 1.08937, 16438, -280, -234, , , , , 
8.48797, IMU_DATA, -8.52687, -0.783125, 1.1025, 16412, -355, -188, , , , , 
8.49277, IMU_DATA, -8.54875, -0.60375, 1.00625, 16402, -380, -224, , , , , 
8.49757, IMU_DATA, -8.51375, -0.58625, 1.015, 16352, -493, -162, , , , , 
8.50237, IMU_DATA, -8.40437, -0.6825, 1.07187, 16442, -712, -215, , , , , 
8.50717, IMU_DATA, -8.41312, -0.686875, 0.923125, 16383, -727, -167, , , , , 
8.51197, IMU_DATA, -8.4, -0.74375, 0.503125, 16377, -636, -205, , , , , 
8.51677, IMU_DATA, -8.46562, -0.7525, 0.27125, 16339, -672, -178, , , , , 
8.52157, IMU_DATA, -8.47, -0.791875, 0.2275, 16417, -741, -233, , , , , 
8.52637, IMU_DATA, -8.50937, -0.870625, 0.100625, 16388, -756, -255, , , , , 
8.53117, IMU_DATA, -8.65812, -0.861875, -0.20125, 16414, -652, -245, , , , , 
8.53597, IMU_DATA, -8.75437, -0.86625, -0.58625, 16352, -468, -305, , , , , 
8.08104, IMG_DATA, , , , , , , , , , Image_00081 
8.54077, IMU_DATA, -8.88562, -0.826875, -0.79625, 16396, -402, -330, , , , , 
8.54557, IMU_DATA, -8.89875, -0.791875, -0.76125, 16432, -370, -355, , , , , 
8.55037, IMU_DATA, -8.90312, -0.739375, -0.83125, 16384, -166, -394, , , , , 
8.55517, IMU_DATA, -8.93375, -0.678125, -0.993125, 16362, 26, -402, , , , , 
8.55997, IMU_DATA, -8.92062, -0.660625, -0.975625, 16364, 108, -381, , , , , 
8.56477, IMU_DATA, -8.97312, -0.616875, -0.765625, 16369, 148, -379, , , , , 
8.56957, IMU_DATA, -8.96437, -0.55125, -0.529375, 16354, 229, -292, , , , , 
8.57437, IMU_DATA, -8.95562, -0.44625, -0.35875, 16353, 303, -336, , , , , 
8.57917, IMU_DATA, -8.9775, -0.371875, -0.1575, 16354, 326, -232, , , , , 
8.58397, IMU_DATA, -9.05625, -0.284375, 0.144375, 16397, 270, -208, , , , , 
8.58877, IMU_DATA, -9.24437, -0.223125, 0.42, 16378, 287, -179, , , , , 
8.59357, IMU_DATA, -9.35812, -0.196875, 0.599375, 16362, 244, -112, , , , , 
8.59837, IMU_DATA, -9.45, -0.161875, 0.8225, 16357, 121, -73, , , , , 
8.60317, IMU_DATA, -9.5725, -0.1925, 1.07187, 16417, -28, -41, , , , , 
8.60797, IMU_DATA, -9.70812, -0.179375, 1.2425, 16379, -123, -17, , , , , 
8.61277, IMU_DATA, -9.7125, -0.398125, 1.25125, 16408, -198, -14, , , , , 
8.61757, IMU_DATA, -9.80437, -0.564375, 1.21187, 16396, -312, 0, , , , , 
8.62237, IMU_DATA, -9.97062, -0.60375, 1.18125, 16416, -459, -10, , , , , 
8.62717, IMU_DATA, -10.1762, -0.65625, 1.14625, 16406, -552, -66, , , , , 
8.63197, IMU_DATA, -10.2769, -0.91, 0.97125, 16370, -559, -78, , , , , 
8.63677, IMU_DATA, -10.5219, -0.945, 0.6825, 16389, -553, -135, , , , , 
8.64157, IMU_DATA, -10.6487, -0.9975, 0.42875, 16390, -573, -146, , , , , 
8.18103, IMG_DATA, , , , , , , , , , Image_00082 
8.64637, IMU_DATA, -10.7187, -1.07187, 0.214375, 16392, -562, -240, , , , , 
8.65117, IMU_DATA, -10.9769, -0.91875, -0.013125, 16401, -484, -282, , , , , 
8.65597, IMU_DATA, -11.1519, -0.81375, -0.249375, 16388, -431, -322, , , , , 
8.66077, IMU_DATA, -11.2219, -0.735, -0.37625, 16406, -447, -355, , , , , 
8.66557, IMU_DATA, -11.2262, -0.721875, -0.371875, 16392, -417, -375, , , , , 
8.67037, IMU_DATA, -11.2875, -0.651875, -0.49, 16360, -331, -390, , , , , 
8.67517, IMU_DATA, -11.375, -0.546875, -0.599375, 16333, -264, -402, , , , , 
8.67997, IMU_DATA, -11.3575, -0.468125, -0.53375, 16369, -281, -364, , , , , 
8.68477, IMU_DATA, -11.3225, -0.385, -0.41125, 16394, -290, -355, , , , , 
8.68957, IMU_DATA, -11.3575, -0.28875, -0.345625, 16380, -252, -316, , , , , 
8.69437, IMU_DATA, -11.4231, -0.30625, -0.301875, 16385, -206, -265, , , , , 
8.69917, IMU_DATA, -11.515, -0.319375, -0.2275, 16341, -187, -242, , , , , 
8.70397, IMU_DATA, -11.5237, -0.30625, -0.083125, 16378, -208, -181, , , , , 
8.70877, IMU_DATA, -11.5631, -0.275625, 0.065625, 16396, -266, -127, , , , , 
8.71357, IMU_DATA, -11.655, -0.28875, 0.175, 16347, -204, -61, , , , , 
8.71837, IMU_DATA, -11.8869, -0.21, 0.231875, 16365, -180, -28, , , , , 
8.72317, IMU_DATA, -12.0137, -0.32375, 0.25375, 16378, -179, 18, , , , , 
8.72797, IMU_DATA, -12.1537, -0.42875, 0.27125, 16399, -191, 46, , , , , 
8.73277, IMU_DATA, -12.2412, -0.53375, 0.240625, 16406, -148, 34, , , , , 
8.73757, IMU_DATA, -12.3637, -0.58625, 0.196875, 16408, -71, 57, , , , , 
8.74237, IMU_DATA, -12.4644, -0.7875, 0.14, 16385, -37, 65, , , , , 
8.74717, IMU_DATA, -12.6569, -0.975625, 0.074375, 16393, 15, 28, , , , , 
8.28102, IMG_DATA, , , , , , , , , , Image_00083 
8.75197, IMU_DATA, -12.9806, -0.91, 0.091875, 16393, 30, -13, , , , , 
8.75677, IMU_DATA, -13.3, -0.844375, 0.0875, 16411, 56, -46, , , , , 
8.76157, IMU_DATA, -13.5494, -0.8925, 0.083125, 16388, 56, -80, , , , , 
8.76637, IMU_DATA, -13.7462, -1.00625, 0.118125, 16382, 69, -125, , , , , 
8.77117, IMU_DATA, -13.9869, -1.00625, 0.118125, 16379, 60, -169, , , , , 
8.77597, IMU_DATA, -14.245, -0.97125, 0.09625, 16370, 20, -247, , , , , 
8.78077, IMU_DATA, -14.5162, -1.01062, 0.105, 16371, 24, -286, , , , , 
8.78557, IMU_DATA, -14.7962, -1.00187, 0.20125, 16366, -16, -352, , , , , 
8.79037, IMU_DATA, -14.9887, -0.97125, 0.315, 16366, -81, -390, , , , , 
8.79517, IMU_DATA, -15.1331, -0.98, 0.406875, 16374, -128, -429, , , , , 
8.79997, IMU_DATA, -15.4, -0.88375, 0.476875, 16388, -174, -466, , , , , 
8.80477, IMU_DATA, -15.645, -0.8925, 0.5075, 16376, -214, -509, , , , , 
8.80957, IMU_DATA, -15.8594, -0.879375, 0.525, 16394, -237, -544, , , , , 
8.81437, IMU_DATA, -15.995, -0.861875, 0.5075, 16360, -278, -528, , , , , 
8.81917, IMU_DATA, -16.2006, -0.70875, 0.55125, 16355, -297, -529, , , , , 
8.82397, IMU_DATA, -16.3625, -0.616875, 0.573125, 16390, -299, -541, , , , , 
8.82877, IMU_DATA, -16.5637, -0.46375, 0.58625, 16391, -298, -520, , , , , 
8.83357, IMU_DATA, -16.7912, -0.336875, 0.5775, 16377, -305, -492, , , , , 
8.83837, IMU_DATA, -16.9312, -0.196875, 0.56875, 16378, -270, -446, , , , , 
8.84317, IMU_DATA, -17.0362, -0.004375, 0.595, 16371, -262, -412, , , , , 
8.84797, IMU_DATA, -17.0931, 0.0175, 0.595, 16348, -263, -354, , , , , 
8.85277, IMU_DATA, -17.185, 0.109375, 0.608125, 16408, -236, -304, , , , , 
